"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 17:30:28 GMT 2024","Tue Sep 10 17:30:28 GMT 2024","0","","go-actions","","go-actions","","TestOnlyOnMac",""
